Chegada Partida,Natureza,Data,Empresa,Voo,Aeronave,Horário (Hora Local),Origem Destino,Assentos,Tipo de Serviço,Dia da Semana
Chegada,DOM,01/04/2026,Azul,4505,E95,07:15,GIG,118,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,2020,73H,07:15,GIG,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1305,73H,07:15,CGH,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2967,295,07:20,FLN,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4030,32N,07:20,CGH,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3052,320,07:20,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2909,32N,07:25,POA,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4043,295,07:30,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,4712,320,07:30,GRU,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2857,32N,07:35,CWB,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4096,295,07:35,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1976,73H,07:40,BPS,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1304,73H,07:55,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2423,32N,07:55,NAT,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2738,32N,07:55,SSA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,2021,73H,07:55,GIG,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3454,320,07:55,POA,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4066,32N,08:00,MAO,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4097,32N,08:00,FOR,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3053,320,08:00,CGH,176,Voo Regular,Quarta
Chegada,INT,01/04/2026,Azul,8731,763,08:05,MCO,267,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2814,295,08:05,GRU,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,9037,32N,08:10,VCP,174,Voo Extra,Quarta
Partida,DOM,01/04/2026,Azul,2636,295,08:10,CGH,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2647,32N,08:10,JPA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2948,E95,08:15,SDU,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2875,AT7,08:20,GVR,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4223,295,08:20,GYN,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,5089,32N,08:25,REC,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2759,295,08:30,VIX,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,5033,AT7,08:30,BRA,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4136,AT7,08:35,SSA,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4673,295,08:35,BSB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2794,32N,08:40,FLN,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3036,320,08:45,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4114,295,08:45,VDC,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4244,AT7,08:45,UDI,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2761,295,09:00,VIX,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul Conecta,5252,208,09:00,VAG,9,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4729,32N,09:00,BEL,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1307,73H,09:00,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6122,AT7,09:05,UBA,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2658,32N,09:10,VCP,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul Conecta,5130,208,09:10,AAX,9,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2655,32N,09:15,CGR,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4051,E95,09:20,SDU,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2925,295,09:20,CGB,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2475,32N,09:25,BPS,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6041,295,09:25,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3552,321,09:30,GRU,220,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3039,320,09:30,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1306,73H,09:40,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1309,73H,09:40,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4328,295,09:45,VCP,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3720,320,09:50,BSB,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4800,32N,10:00,BEL,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2892,32N,10:05,BPS,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,2022,73H,10:10,GIG,186,Voo Regular,Quarta
Partida,INT,01/04/2026,Azul,8724,295,10:15,MVD,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3553,321,10:30,GRU,220,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2758,AT7,10:35,GVR,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3721,320,10:35,BSB,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1977,73H,10:50,BPS,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,2023,73H,10:50,GIG,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4118,E95,11:00,SDU,118,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1622,73H,11:00,BSB,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4570,295,11:10,GRU,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2672,295,11:15,VIX,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4045,295,11:15,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4135,AT7,11:15,IPN,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4542,32N,11:25,CWB,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6411,E95,11:25,CGH,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1962,73H,11:35,CKS,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2802,32N,11:40,REC,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4016,295,11:45,GYN,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6400,E95,11:45,CGH,118,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,5068,295,11:50,BSB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6415,295,11:50,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1482,73H,11:55,GRU,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2905,E95,11:55,SDU,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1311,73H,11:55,CGH,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4115,295,12:00,VDC,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4693,32N,12:00,SSA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4236,295,12:00,GRU,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul Conecta,5253,208,12:05,VAG,9,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4814,AT7,12:05,UDI,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1308,73H,12:05,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1947,73H,12:05,SSA,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6123,AT7,12:20,UBA,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3050,320,12:20,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4371,295,12:20,VIX,136,Voo Regular,Quarta
Partida,INT,01/04/2026,Azul,8730,763,12:25,MCO,267,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6408,295,12:30,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul Conecta,5131,208,12:40,AAX,9,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3344,320,12:40,GRU,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1483,73H,12:40,GRU,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4179,AT7,12:45,UDI,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2780,295,12:50,BSB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4912,32N,12:50,IOS,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2539,32N,12:55,REC,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2867,295,12:55,GYN,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2896,32N,13:00,FLN,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul Conecta,5247,208,13:05,TFL,9,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4300,32N,13:05,SSA,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2607,295,13:10,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4321,295,13:10,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4417,E95,13:10,GIG,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3051,320,13:10,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4709,AT7,13:15,IPN,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,5020,295,13:15,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2893,32N,13:20,BPS,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3309,320,13:25,GRU,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul Conecta,5182,208,13:30,LHN,9,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,5023,AT7,13:35,BRA,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6076,295,13:45,CGH,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4293,AT7,13:50,MOC,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6503,295,13:50,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1310,73H,14:00,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2516,32N,14:00,JJD,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,5080,AT7,14:00,GVR,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2562,32N,14:05,NAT,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2649,32N,14:05,JPA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4917,295,14:05,VCP,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2656,32N,14:15,CGR,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4098,32N,14:15,FOR,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1313,73H,14:15,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4331,AT7,14:20,REC,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6077,295,14:25,CGH,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2757,32N,14:30,POA,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3916,320,14:35,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2606,295,14:35,BPS,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4117,E95,14:45,SDU,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4246,32N,14:50,FOR,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4319,32N,14:55,THE,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4005,32N,15:00,AJU,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4002,295,15:05,VIX,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,5031,295,15:05,GRU,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2575,32N,15:10,MCZ,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1315,7M8,15:20,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4436,E95,15:25,GIG,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3041,320,15:25,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4330,AT7,15:40,REC,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3722,320,15:40,BSB,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4205,E95,15:50,GIG,118,Voo Regular,Quarta
Chegada,INT,01/04/2026,Tap,103,339,15:50,LIS,298,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1312,73H,16:05,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4046,295,16:05,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6419,295,16:05,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4180,AT7,16:10,UDI,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4721,295,16:10,BSB,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4125,295,16:15,GYN,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4957,295,16:15,VCP,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4615,AT7,16:20,GVR,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3933,320,16:20,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4609,32N,16:25,IOS,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4797,E95,16:25,CGH,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4317,AT7,16:25,IPN,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul Conecta,5248,208,16:30,TFL,9,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1946,73H,16:35,SSA,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4294,AT7,16:40,MOC,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4137,AT7,16:50,SSA,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2947,295,16:55,CWB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6176,AT7,16:55,SJP,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3042,320,17:00,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4264,AT7,17:00,UDI,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2962,32N,17:10,SSA,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1963,73H,17:10,CKS,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6402,295,17:15,CGH,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4227,295,17:15,GYN,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4799,295,17:15,BSB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul Conecta,5194,208,17:20,DIQ,9,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4470,AT7,17:20,MOC,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1317,73H,17:20,CGH,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3556,321,17:25,GRU,220,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2724,32N,17:25,GRU,174,Voo Regular,Quarta
Partida,INT,01/04/2026,Tap,104,339,17:25,LIS,298,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,6174,AT7,17:30,RAO,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul Conecta,5183,208,17:35,LHN,9,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4751,E95,17:35,SDU,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3049,320,17:45,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2626,295,17:50,BPS,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1314,73H,17:50,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2910,295,17:55,VIX,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4852,32N,17:55,SSA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4462,E95,18:00,CGH,118,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1486,73H,18:10,GRU,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1951,73H,18:10,SSA,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3723,321,18:10,BSB,220,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4437,E95,18:15,GIG,118,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4419,295,18:20,CGB,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4318,AT7,18:25,IPN,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,2026,73H,18:25,GIG,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3790,321,18:25,GRU,220,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul Conecta,5148,208,18:25,RRJ,9,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2930,32N,18:40,REC,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2974,295,18:40,BPS,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1767,73H,18:40,BSB,186,Voo Regular,Quarta
Chegada,INT,01/04/2026,Azul,8725,295,18:45,MVD,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1316,73H,18:50,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1319,73H,18:50,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1487,73H,18:50,GRU,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2627,E95,19:05,GIG,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4142,AT7,19:05,IPN,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2664,295,19:10,VIX,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,2027,73H,19:10,GIG,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul Conecta,5195,208,19:15,DIQ,9,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2625,32N,19:20,REC,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2920,295,19:30,VCP,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,5070,295,19:30,CGH,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2811,32N,19:35,BEL,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2763,32N,19:45,POA,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4012,32N,19:45,AJU,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3046,320,19:45,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3590,320,19:45,POA,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4577,32N,19:55,BEL,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4471,AT7,20:10,MOC,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,2028,73H,20:10,GIG,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2921,295,20:10,VCP,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2935,E95,20:15,SDU,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3557,321,20:15,GRU,220,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2517,32N,20:20,JJD,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2576,32N,20:20,MCZ,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1318,73H,20:20,CGH,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4922,AT7,20:25,UDI,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3045,320,20:25,CGH,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2856,295,20:30,CGH,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Latam,3591,320,20:30,POA,176,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4298,32N,20:35,THE,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4547,32N,20:35,GRU,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4185,295,20:40,GYN,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4521,295,20:40,BSB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1321,73H,20:40,CGH,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2994,295,20:45,VIX,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4267,32N,20:50,REC,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,2029,73H,20:50,GIG,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2951,295,20:55,CWB,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6175,AT7,21:00,RAO,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,6210,AT7,21:00,SJP,70,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4455,32N,21:00,CGH,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1953,73H,21:00,SSA,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4138,AT7,21:05,IPN,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4312,32N,21:05,FOR,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3948,320,21:05,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2908,295,21:05,SDU,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2643,295,21:10,VCP,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4163,32N,21:10,MAO,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1320,73H,21:20,CGH,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4082,295,21:35,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4226,295,21:35,FLN,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4061,295,21:40,CWB,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4420,AT7,21:40,MOC,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2975,295,21:45,BPS,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4212,295,21:45,GRU,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2573,32N,21:50,REC,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,9048,295,21:50,VCP,136,Voo Extra,Quarta
Chegada,DOM,01/04/2026,Latam,3724,321,21:50,BSB,220,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,2665,295,21:55,VIX,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4752,E95,21:55,GIG,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2923,32N,21:55,POA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4139,AT7,21:55,IPN,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4472,32N,22:05,SSA,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4126,295,22:05,BSB,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1768,73H,22:20,BSB,186,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3126,320,22:30,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2851,295,22:30,GYN,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul Conecta,5149,208,22:35,RRJ,9,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1948,73H,22:40,SSA,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2612,32N,22:50,PVH,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4376,AT7,22:50,UDI,70,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Azul,4484,295,22:55,VCP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2932,32N,22:55,FOR,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4438,32N,22:55,BEL,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4604,32N,23:00,REC,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2735,32N,23:10,SLZ,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4000,32N,23:20,NAT,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Gol,1949,73H,23:20,SSA,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4411,32N,23:25,MAB,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Latam,3092,320,23:30,CGH,176,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2878,295,23:30,IMP,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4110,E95,23:30,GIG,118,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4256,32N,23:35,CGB,174,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4412,295,23:35,VIX,136,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,2030,73H,23:40,GIG,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,2752,295,23:40,SSA,136,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4408,32N,23:45,PMW,174,Voo Regular,Quarta
Chegada,DOM,01/04/2026,Gol,1488,73H,23:50,GRU,186,Voo Regular,Quarta
Partida,DOM,01/04/2026,Azul,4259,32N,23:50,MCZ,174,Voo Regular,Quarta
Chegada,INT,02/04/2026,Copa,765,73H,00:30,PTY,160,Voo Regular,Quinta
Chegada,DOM,02/04/2026,Gol,1950,73H,01:25,SSA,186,Voo Regular,Quinta
Chegada,DOM,02/04/2026,Latam,3545,321,01:25,GRU,220,Voo Regular,Quinta
Partida,INT,02/04/2026,Copa,734,73H,01:35,PTY,160,Voo Regular,Quinta
Partida,DOM,02/04/2026,Latam,3561,321,03:00,GRU,220,Voo Regular,Quinta
Chegada,DOM,02/04/2026,Azul,4290,32N,05:00,MCZ,174,Voo Regular,Quinta
Chegada,DOM,02/04/2026,Azul,4257,32N,05:05,CGB,174,Voo Regular,Quinta
